objective/training/accuracy_reward,objective/training/accuracy_reward_std,objective/training/format_reward,objective/training/format_reward_std,objective/training/total_rewards,objective/training/total_rewards_std,objective/training/completion_length,objective/training/completion_length_std,elapsed/generation_time,elapsed/generation_episodes,elapsed/explore_epsilon,training/total_loss,training/pg_loss,training/kl_loss,training/kl,training/kl_std,elapsed/train_time,elapsed/policy_update,elapsed/reference_update,training/learning_rate,elapsed/step_time,step
0.734375,0.443359375,-0.0498046875,0.1494140625,0.68359375,0.482421875,243.0,118.0,67.0,11264.0,0.89453125,0.0172119140625,0.013671875,0.0035247802734375,0.353515625,0.470703125,33.75,88.0,0.0,8.940696716308594e-07,107.5,11
0.71875,0.451171875,-0.033203125,0.12451171875,0.68359375,0.47265625,276.0,110.0,63.0,12288.0,0.89453125,0.0556640625,0.0517578125,0.0038604736328125,0.38671875,1.828125,34.0,96.0,0.0,9.08970832824707e-07,103.5,12
0.703125,0.45703125,-0.02880859375,0.11669921875,0.67578125,0.48828125,280.0,120.5,70.0,13312.0,0.89453125,0.0152587890625,0.01312255859375,0.00213623046875,0.2138671875,0.1484375,34.25,104.0,0.0,9.238719940185547e-07,117.5,13
0.703125,0.45703125,-0.03173828125,0.1220703125,0.671875,0.486328125,278.0,125.5,69.0,14336.0,0.890625,0.0238037109375,0.0213623046875,0.0024871826171875,0.248046875,0.326171875,35.0,112.0,0.0,9.350478649139404e-07,117.0,14
0.78125,0.412109375,-0.02783203125,0.11474609375,0.75390625,0.43359375,282.0,132.0,72.5,15360.0,0.890625,0.0194091796875,0.017333984375,0.0019989013671875,0.19921875,0.21875,33.5,120.0,0.0,9.499490261077881e-07,140.0,15
0.8515625,0.353515625,-0.02001953125,0.09814453125,0.83203125,0.384765625,276.0,123.5,58.0,16384.0,0.890625,0.045166015625,0.04248046875,0.0027618408203125,0.27734375,0.45703125,31.5,128.0,0.0,9.611248970031738e-07,105.0,16
0.7734375,0.41796875,-0.013671875,0.08154296875,0.76171875,0.435546875,288.0,124.5,71.5,17408.0,0.88671875,-0.03173828125,-0.032470703125,0.000888824462890625,0.0888671875,0.064453125,34.75,136.0,0.0,9.685754776000977e-07,115.0,17
0.796875,0.40234375,-0.01318359375,0.080078125,0.78515625,0.421875,296.0,112.0,70.0,18432.0,0.88671875,0.00830078125,0.0067138671875,0.001495361328125,0.1494140625,0.10693359375,32.75,144.0,0.0,9.834766387939453e-07,119.5,18
0.8359375,0.37109375,-0.01953125,0.0966796875,0.81640625,0.3984375,288.0,116.5,80.5,19456.0,0.8828125,-0.032470703125,-0.0341796875,0.00157928466796875,0.158203125,0.1572265625,32.75,152.0,0.0,9.909272193908691e-07,127.0,19
0.796875,0.40234375,-0.01220703125,0.0771484375,0.78515625,0.41796875,302.0,120.0,83.0,20480.0,0.8828125,-0.033935546875,-0.035400390625,0.001556396484375,0.15625,0.1455078125,34.25,160.0,0.0,9.98377799987793e-07,135.0,20
0.8046875,0.396484375,-0.009765625,0.0693359375,0.796875,0.41015625,302.0,124.5,84.0,21504.0,0.87890625,-0.07470703125,-0.07568359375,0.0010223388671875,0.10205078125,0.068359375,33.75,168.0,0.0,9.98377799987793e-07,145.0,21
0.80859375,0.39453125,-0.01416015625,0.0830078125,0.79296875,0.41796875,332.0,157.0,95.5,22528.0,0.87890625,-0.0791015625,-0.08056640625,0.00128173828125,0.1279296875,0.126953125,34.0,176.0,0.0,9.98377799987793e-07,153.0,22
0.76953125,0.421875,-0.0107421875,0.07275390625,0.7578125,0.431640625,340.0,149.0,95.0,23552.0,0.875,-0.1064453125,-0.107421875,0.00112152099609375,0.1123046875,0.08447265625,34.0,184.0,0.0,9.98377799987793e-07,140.0,23
0.73828125,0.439453125,-0.0224609375,0.103515625,0.71484375,0.462890625,346.0,175.0,111.0,24576.0,0.875,-0.12109375,-0.1220703125,0.001007080078125,0.1005859375,0.06640625,35.5,192.0,0.0,9.98377799987793e-07,161.0,24
0.77734375,0.416015625,-0.01171875,0.07568359375,0.765625,0.43359375,330.0,163.0,95.5,25600.0,0.87109375,-0.11328125,-0.1142578125,0.00090789794921875,0.0908203125,0.1015625,36.25,200.0,0.0,9.98377799987793e-07,149.0,25
0.76953125,0.419921875,-0.02001953125,0.09814453125,0.75,0.4453125,372.0,191.0,110.0,26624.0,0.87109375,-0.138671875,-0.140625,0.0014801025390625,0.1474609375,0.15234375,35.0,208.0,0.0,9.98377799987793e-07,158.0,26
0.85546875,0.353515625,-0.015625,0.0869140625,0.83984375,0.37890625,328.0,169.0,103.0,27648.0,0.8671875,-0.1337890625,-0.13671875,0.002655029296875,0.265625,1.0,34.0,216.0,0.0,9.98377799987793e-07,155.0,27
0.796875,0.40234375,-0.02587890625,0.11083984375,0.76953125,0.4375,380.0,218.0,111.5,28672.0,0.86328125,-0.1552734375,-0.158203125,0.0021514892578125,0.21484375,0.3203125,35.5,224.0,0.0,9.98377799987793e-07,162.0,28
0.81640625,0.388671875,-0.02099609375,0.10009765625,0.79296875,0.423828125,356.0,209.0,108.0,29696.0,0.86328125,-0.1806640625,-0.1826171875,0.002044677734375,0.2041015625,0.259765625,36.5,232.0,0.0,9.98377799987793e-07,160.0,29
0.84375,0.36328125,-0.01513671875,0.0859375,0.828125,0.38671875,354.0,215.0,112.0,30720.0,0.859375,-0.1884765625,-0.19140625,0.002716064453125,0.271484375,0.4296875,35.0,240.0,0.0,9.98377799987793e-07,157.0,30
0.859375,0.34765625,-0.0166015625,0.08984375,0.84375,0.375,340.0,216.0,116.5,31744.0,0.85546875,-0.21875,-0.220703125,0.0023345947265625,0.2333984375,0.1376953125,35.5,248.0,0.0,9.98377799987793e-07,162.0,31
0.7734375,0.419921875,-0.029296875,0.11767578125,0.7421875,0.45703125,392.0,280.0,114.0,32768.0,0.8515625,-0.255859375,-0.259765625,0.00494384765625,0.494140625,0.30859375,35.0,256.0,0.0,9.98377799987793e-07,153.0,32
0.8203125,0.384765625,-0.01806640625,0.09326171875,0.80078125,0.41796875,370.0,239.0,110.0,33792.0,0.8515625,-0.228515625,-0.236328125,0.00811767578125,0.80859375,1.734375,34.5,264.0,0.0,9.98377799987793e-07,159.0,33
0.80078125,0.400390625,-0.01416015625,0.0830078125,0.78515625,0.419921875,380.0,256.0,119.0,34816.0,0.84765625,-0.259765625,-0.267578125,0.007476806640625,0.74609375,1.203125,36.25,272.0,0.0,9.98377799987793e-07,166.0,34
0.76171875,0.427734375,-0.015625,0.0869140625,0.74609375,0.453125,396.0,264.0,109.5,35840.0,0.84375,-0.2333984375,-0.240234375,0.00714111328125,0.71484375,0.96484375,37.0,280.0,0.0,9.98377799987793e-07,160.0,35
0.7421875,0.4375,-0.00830078125,0.06396484375,0.734375,0.451171875,374.0,228.0,109.0,36864.0,0.83984375,-0.1953125,-0.2001953125,0.0048828125,0.48828125,0.59375,36.5,288.0,0.0,9.98377799987793e-07,162.0,36
0.76953125,0.421875,-0.009765625,0.0693359375,0.7578125,0.431640625,354.0,229.0,116.0,37888.0,0.8359375,-0.2373046875,-0.244140625,0.007354736328125,0.734375,0.984375,36.5,296.0,0.0,9.98377799987793e-07,161.0,37
0.80859375,0.392578125,-0.00634765625,0.055908203125,0.8046875,0.400390625,352.0,212.0,99.5,38912.0,0.8359375,-0.1650390625,-0.1728515625,0.00750732421875,0.75390625,1.0390625,36.0,304.0,0.0,9.98377799987793e-07,145.0,38
0.76953125,0.421875,-0.013671875,0.08154296875,0.75390625,0.44140625,370.0,244.0,118.5,39936.0,0.83203125,-0.2353515625,-0.24609375,0.0107421875,1.078125,1.3984375,36.5,312.0,0.0,9.98377799987793e-07,168.0,39
0.84375,0.361328125,-0.0068359375,0.05810546875,0.83984375,0.376953125,304.0,185.0,99.5,40960.0,0.828125,-0.173828125,-0.177734375,0.00408935546875,0.41015625,0.51171875,34.5,320.0,0.0,9.98377799987793e-07,148.0,40
0.74609375,0.435546875,-0.0126953125,0.07861328125,0.734375,0.458984375,372.0,225.0,112.0,41984.0,0.82421875,-0.1923828125,-0.2060546875,0.01373291015625,1.375,1.9296875,35.25,328.0,0.0,9.98377799987793e-07,164.0,41
0.7734375,0.419921875,-0.0126953125,0.07861328125,0.7578125,0.443359375,380.0,244.0,100.0,43008.0,0.8203125,-0.193359375,-0.201171875,0.00836181640625,0.8359375,1.078125,34.25,336.0,0.0,9.98377799987793e-07,143.0,42
0.79296875,0.40625,-0.01318359375,0.080078125,0.78125,0.4296875,344.0,228.0,113.5,44032.0,0.81640625,-0.171875,-0.185546875,0.01409912109375,1.4140625,2.125,37.0,344.0,0.0,9.98377799987793e-07,159.0,43
0.7890625,0.408203125,-0.0087890625,0.06591796875,0.78125,0.423828125,336.0,238.0,110.5,45056.0,0.8125,-0.2197265625,-0.232421875,0.0126953125,1.265625,1.8671875,35.5,352.0,0.0,9.98377799987793e-07,157.0,44
0.7109375,0.453125,-0.0146484375,0.08447265625,0.69921875,0.4765625,406.0,274.0,117.0,46080.0,0.80859375,-0.2275390625,-0.25,0.022705078125,2.28125,2.671875,36.75,360.0,0.0,9.98377799987793e-07,165.0,45
0.7578125,0.427734375,-0.01708984375,0.0908203125,0.7421875,0.462890625,404.0,264.0,114.0,47104.0,0.8046875,-0.2080078125,-0.2392578125,0.03125,3.125,3.078125,37.25,368.0,0.0,9.98377799987793e-07,167.0,46
0.8125,0.388671875,-0.00927734375,0.0673828125,0.8046875,0.41015625,336.0,220.0,91.0,48128.0,0.80078125,-0.2021484375,-0.2177734375,0.0152587890625,1.5234375,2.28125,34.75,376.0,0.0,9.98377799987793e-07,154.0,47
0.71484375,0.451171875,-0.0205078125,0.09912109375,0.6953125,0.48046875,402.0,255.0,108.0,49152.0,0.796875,-0.21484375,-0.2431640625,0.0279541015625,2.78125,3.5625,37.0,384.0,0.0,9.98377799987793e-07,163.0,48
0.74609375,0.435546875,-0.00927734375,0.0673828125,0.734375,0.455078125,360.0,235.0,117.0,50176.0,0.79296875,-0.228515625,-0.24609375,0.0174560546875,1.75,2.640625,36.5,392.0,0.0,9.98377799987793e-07,157.0,49
0.72265625,0.447265625,-0.01513671875,0.0859375,0.70703125,0.4765625,404.0,266.0,115.5,51200.0,0.7890625,-0.20703125,-0.2373046875,0.0294189453125,2.953125,2.515625,36.25,400.0,0.0,9.909272193908691e-07,156.0,0.73046875,0.443359375,-0.024169921875,0.107421875,0.70703125,0.48828125,358.0,226.0,134.0,50
0.765625,0.421875,-0.013671875,0.08154296875,0.75390625,0.44140625,352.0,242.0,115.0,52224.0,0.78125,-0.2177734375,-0.24609375,0.028076171875,2.8125,3.828125,35.25,408.0,0.0,9.909272193908691e-07,158.0,51
0.796875,0.404296875,-0.01611328125,0.08837890625,0.77734375,0.42578125,338.0,222.0,107.0,53248.0,0.77734375,-0.1708984375,-0.1962890625,0.025146484375,2.515625,3.71875,35.25,416.0,0.0,9.909272193908691e-07,150.0,52
0.7265625,0.4453125,-0.0234375,0.10595703125,0.703125,0.48046875,406.0,276.0,119.5,54272.0,0.7734375,-0.251953125,-0.2890625,0.037109375,3.71875,3.140625,36.75,424.0,0.0,9.909272193908691e-07,170.0,53
0.8125,0.390625,-0.0146484375,0.08447265625,0.796875,0.41796875,348.0,226.0,113.0,55296.0,0.76953125,-0.228515625,-0.251953125,0.022705078125,2.265625,3.0625,37.25,432.0,0.0,9.909272193908691e-07,157.0,54
0.70703125,0.455078125,-0.0185546875,0.0947265625,0.6875,0.48828125,378.0,246.0,115.0,56320.0,0.765625,-0.1650390625,-0.1953125,0.02978515625,2.984375,3.375,37.0,440.0,0.0,9.909272193908691e-07,169.0,55
0.73828125,0.439453125,-0.02099609375,0.10009765625,0.71875,0.474609375,388.0,260.0,109.0,57344.0,0.76171875,-0.140625,-0.1767578125,0.0361328125,3.609375,5.09375,34.75,448.0,0.0,9.909272193908691e-07,153.0,56
0.84375,0.365234375,-0.01171875,0.07568359375,0.828125,0.392578125,318.0,194.0,99.5,58368.0,0.75390625,-0.1552734375,-0.1767578125,0.0218505859375,2.1875,3.96875,36.5,456.0,0.0,9.909272193908691e-07,168.0,57
0.765625,0.421875,-0.01513671875,0.0859375,0.75390625,0.453125,344.0,252.0,108.0,59392.0,0.75,-0.201171875,-0.2333984375,0.031494140625,3.15625,4.5625,34.75,464.0,0.0,9.909272193908691e-07,160.0,58
0.8671875,0.337890625,-0.01220703125,0.0771484375,0.85546875,0.3671875,314.0,197.0,102.0,60416.0,0.74609375,-0.189453125,-0.208984375,0.019287109375,1.9296875,3.3125,35.0,472.0,0.0,9.909272193908691e-07,146.0,59
0.734375,0.443359375,-0.013671875,0.08154296875,0.71875,0.466796875,380.0,258.0,115.5,61440.0,0.73828125,-0.234375,-0.263671875,0.0299072265625,3.0,3.546875,35.5,480.0,0.0,9.909272193908691e-07,161.0,60
0.71484375,0.451171875,-0.0205078125,0.09912109375,0.6953125,0.48828125,378.0,264.0,116.5,62464.0,0.734375,-0.23046875,-0.263671875,0.03271484375,3.28125,3.09375,35.75,488.0,0.0,9.909272193908691e-07,164.0,61
0.83984375,0.3671875,-0.01416015625,0.0830078125,0.82421875,0.40234375,350.0,236.0,104.0,63488.0,0.73046875,-0.1923828125,-0.224609375,0.031494140625,3.140625,3.625,36.0,496.0,0.0,9.909272193908691e-07,150.0,62
0.79296875,0.40625,-0.01220703125,0.0771484375,0.78125,0.431640625,352.0,219.0,107.0,64512.0,0.7265625,-0.1923828125,-0.21484375,0.0224609375,2.25,2.6875,40.75,504.0,0.0,9.909272193908691e-07,161.0,63
0.83203125,0.373046875,-0.0087890625,0.06591796875,0.82421875,0.39453125,316.0,191.0,100.0,65536.0,0.71875,-0.1474609375,-0.1591796875,0.0113525390625,1.1328125,1.7890625,37.75,512.0,0.0,9.909272193908691e-07,168.0,64
0.71484375,0.451171875,-0.01318359375,0.080078125,0.703125,0.4765625,376.0,224.0,113.0,66560.0,0.71484375,-0.1865234375,-0.2158203125,0.0289306640625,2.890625,4.0625,37.75,520.0,0.0,9.909272193908691e-07,160.0,65
